,x
sector23693,"Professional, scientific, and technical services"
sector23694,Administrative and support and waste management and remediation services
sector23695,Accommodation and food services
sector23696,Other services (except public administration)(609)
sector23697,Total for all sectors
sector23698,Total for all sectors
sector23699,Total for all sectors
sector23700,Construction
sector23701,Construction
sector23702,Construction
sector23703,Manufacturing
sector23704,Manufacturing
sector23705,Wholesale trade
sector23706,Wholesale trade
sector23707,Retail trade
sector23708,Retail trade
sector23709,Transportation and warehousing(607)
sector23710,Transportation and warehousing(607)
sector23711,Transportation and warehousing(607)
sector23712,Information
sector23713,Information
sector23714,Finance and insurance(608)
sector23715,Finance and insurance(608)
sector23716,Real estate and rental and leasing
sector23717,Real estate and rental and leasing
sector23718,Real estate and rental and leasing
sector23719,"Professional, scientific, and technical services"
sector23720,"Professional, scientific, and technical services"
sector23721,"Professional, scientific, and technical services"
sector23722,Management of companies and enterprises
sector23723,Administrative and support and waste management and remediation services
sector23724,Administrative and support and waste management and remediation services
sector23725,Educational services
sector23726,Educational services
sector23727,Health care and social assistance
sector23728,Health care and social assistance
sector23729,Health care and social assistance
sector23730,"Arts, entertainment, and recreation"
sector23731,"Arts, entertainment, and recreation"
sector23732,Accommodation and food services
sector23733,Accommodation and food services
sector23734,Accommodation and food services
sector23735,Other services (except public administration)(609)
sector23736,Other services (except public administration)(609)
sector23737,Other services (except public administration)(609)
sector23738,Total for all sectors
sector23739,Total for all sectors
sector23740,Total for all sectors
sector23741,Construction
sector23742,Construction
sector23743,Manufacturing
sector23744,Retail trade
sector23745,Retail trade
sector23746,Transportation and warehousing(607)
sector23747,Transportation and warehousing(607)
sector23748,Information
sector23749,Finance and insurance(608)
sector23750,Real estate and rental and leasing
sector23751,Real estate and rental and leasing
sector23752,"Professional, scientific, and technical services"
sector23753,Administrative and support and waste management and remediation services
sector23754,Administrative and support and waste management and remediation services
sector23755,Educational services
sector23756,Health care and social assistance
sector23757,"Arts, entertainment, and recreation"
sector23758,Accommodation and food services
sector23759,Total for all sectors
sector23760,Total for all sectors
sector23761,Retail trade
sector23762,"Professional, scientific, and technical services"
sector23763,Administrative and support and waste management and remediation services
sector23764,Administrative and support and waste management and remediation services
sector23765,Total for all sectors
sector23766,Retail trade
sector23767,Transportation and warehousing(607)
sector23768,Health care and social assistance
sector23769,Total for all sectors
sector23770,Total for all sectors
sector23771,Wholesale trade
sector23772,Retail trade
sector23773,Transportation and warehousing(607)
sector23774,Administrative and support and waste management and remediation services
sector23775,Total for all sectors
sector23776,Total for all sectors
sector23777,"Agriculture, forestry, fishing and hunting(606)"
sector23778,Retail trade
sector23779,Retail trade
sector23780,Transportation and warehousing(607)
sector23781,Administrative and support and waste management and remediation services
sector23782,Health care and social assistance
sector23783,"Arts, entertainment, and recreation"
sector23784,Total for all sectors
sector23785,Manufacturing
sector23786,Retail trade
sector23787,Administrative and support and waste management and remediation services
sector23788,Total for all sectors
sector23789,"Mining, quarrying, and oil and gas extraction"
sector23790,Construction
sector23791,Manufacturing
sector23792,Wholesale trade
sector23793,Retail trade
sector23794,Transportation and warehousing(607)
